Rank,Hand,Hand Type,Has Joker,Win %,Loss %,Tie %,Wins,Losses,Ties,Total Matchups
285,Qd Js Jd Jc W,Four of a Kind,Yes,99.43,0.57,0.00,4343,25,0,4368
286,Qd Jh Jd Jc W,Four of a Kind,Yes,99.43,0.57,0.00,4343,25,0,4368
287,Qc Js Jh Jc W,Four of a Kind,Yes,99.43,0.57,0.00,4343,25,0,4368
288,Qc Js Jd Jc W,Four of a Kind,Yes,99.43,0.57,0.00,4343,25,0,4368
289,Qc Jh Jd Jc W,Four of a Kind,Yes,99.43,0.57,0.00,4343,25,0,4368
290,As Ah Kd Kc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
291,As Ah Qd Qc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
292,As Ah Jd Jc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
293,As Ah Td Tc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
294,As Ad Kh Kc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
295,As Ad Qh Qc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
296,As Ad Jh Jc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
297,As Ad Th Tc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
298,As Ac Kh Kd W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
299,As Ac Qh Qd W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
300,As Ac Jh Jd W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
301,As Ac Th Td W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
302,As Th Td Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
303,Ah Ad Ks Kc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
304,Ah Ad Qs Qc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
305,Ah Ad Js Jc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
306,Ah Ad Ts Tc W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
307,Ah Ac Ks Kd W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
308,Ah Ac Qs Qd W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
309,Ah Ac Js Jd W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
310,Ah Ac Ts Td W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
311,Ah Ts Td Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
312,Ad Ac Ks Kh W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
313,Ad Ac Qs Qh W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
314,Ad Ac Js Jh W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
315,Ad Ac Ts Th W,Full House,Yes,99.18,0.82,0.00,4332,36,0,4368
316,Ad Ts Th Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
317,Ac Ts Th Td W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
318,Ks Th Td Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
319,Kh Ts Td Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
320,Kd Ts Th Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
321,Kc Ts Th Td W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
322,Qs Th Td Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
323,Qh Ts Td Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
324,Qd Ts Th Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
325,Qc Ts Th Td W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
326,Js Jh Jd Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
327,Js Jh Jc Td W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
328,Js Jd Jc Th W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
329,Js Th Td Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
330,Jh Jd Jc Ts W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
331,Jh Ts Td Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
332,Jd Ts Th Tc W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
333,Jc Ts Th Td W,Four of a Kind,Yes,99.18,0.82,0.00,4332,36,0,4368
334,As Ah Ks Kd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
335,As Ah Ks Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
336,As Ah Kh Kd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
337,As Ah Kh Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
338,As Ah Qs Qd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
339,As Ah Qs Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
340,As Ah Qh Qd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
341,As Ah Qh Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
342,As Ah Js Jd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
343,As Ah Js Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
344,As Ah Jh Jd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
345,As Ah Jh Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
346,As Ah Ts Td W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
347,As Ah Ts Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
348,As Ah Th Td W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
349,As Ah Th Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
350,As Ad Ks Kh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
351,As Ad Ks Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
352,As Ad Kh Kd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
353,As Ad Kd Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
354,As Ad Qs Qh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
355,As Ad Qs Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
356,As Ad Qh Qd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
357,As Ad Qd Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
358,As Ad Js Jh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
359,As Ad Js Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
360,As Ad Jh Jd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
361,As Ad Jd Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
362,As Ad Ts Th W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
363,As Ad Ts Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
364,As Ad Th Td W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
365,As Ad Td Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
366,As Ac Ks Kh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
367,As Ac Ks Kd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
368,As Ac Kh Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
369,As Ac Kd Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
370,As Ac Qs Qh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
371,As Ac Qs Qd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
372,As Ac Qh Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
373,As Ac Qd Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
374,As Ac Js Jh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
375,As Ac Js Jd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
376,As Ac Jh Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
377,As Ac Jd Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
378,As Ac Ts Th W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
379,As Ac Ts Td W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
380,As Ac Th Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
381,As Ac Td Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
382,As Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
383,As Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
384,As Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
385,Ah Ad Ks Kh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
386,Ah Ad Ks Kd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
387,Ah Ad Kh Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
388,Ah Ad Kd Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
389,Ah Ad Qs Qh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
390,Ah Ad Qs Qd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
391,Ah Ad Qh Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
392,Ah Ad Qd Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
393,Ah Ad Js Jh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
394,Ah Ad Js Jd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
395,Ah Ad Jh Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
396,Ah Ad Jd Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
397,Ah Ad Ts Th W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
398,Ah Ad Ts Td W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
399,Ah Ad Th Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
400,Ah Ad Td Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
401,Ah Ac Ks Kh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
402,Ah Ac Ks Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
403,Ah Ac Kh Kd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
404,Ah Ac Kd Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
405,Ah Ac Qs Qh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
406,Ah Ac Qs Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
407,Ah Ac Qh Qd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
408,Ah Ac Qd Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
409,Ah Ac Js Jh W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
410,Ah Ac Js Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
411,Ah Ac Jh Jd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
412,Ah Ac Jd Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
413,Ah Ac Ts Th W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
414,Ah Ac Ts Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
415,Ah Ac Th Td W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
416,Ah Ac Td Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
417,Ah Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
418,Ah Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
419,Ah Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
420,Ad Ac Ks Kd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
421,Ad Ac Ks Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
422,Ad Ac Kh Kd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
423,Ad Ac Kh Kc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
424,Ad Ac Qs Qd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
425,Ad Ac Qs Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
426,Ad Ac Qh Qd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
427,Ad Ac Qh Qc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
428,Ad Ac Js Jd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
429,Ad Ac Js Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
430,Ad Ac Jh Jd W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
431,Ad Ac Jh Jc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
432,Ad Ac Ts Td W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
433,Ad Ac Ts Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
434,Ad Ac Th Td W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
435,Ad Ac Th Tc W,Full House,Yes,99.15,0.85,0.00,4331,37,0,4368
436,Ad Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
437,Ad Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
438,Ad Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
439,Ac Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
440,Ac Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
441,Ac Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
442,Ks Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
443,Ks Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
444,Ks Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
445,Kh Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
446,Kh Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
447,Kh Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
448,Kd Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
449,Kd Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
450,Kd Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
451,Kc Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
452,Kc Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
453,Kc Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
454,Qs Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
455,Qs Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
456,Qs Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
457,Qh Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
458,Qh Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
459,Qh Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
460,Qd Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
461,Qd Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
462,Qd Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
463,Qc Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
464,Qc Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
465,Qc Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
466,Js Jh Jd Ts W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
467,Js Jh Jd Th W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
468,Js Jh Jd Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
469,Js Jh Jc Ts W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
470,Js Jh Jc Th W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
471,Js Jh Jc Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
472,Js Jd Jc Ts W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
473,Js Jd Jc Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
474,Js Jd Jc Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
475,Js Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
476,Js Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
477,Js Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
478,Jh Jd Jc Th W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
479,Jh Jd Jc Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
480,Jh Jd Jc Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
481,Jh Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
482,Jh Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
483,Jh Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
484,Jd Ts Th Td W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
485,Jd Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
486,Jd Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
487,Jc Ts Th Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
488,Jc Ts Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
489,Jc Th Td Tc W,Four of a Kind,Yes,99.15,0.85,0.00,4331,37,0,4368
490,As Ah Ks Kh W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
491,As Ah Qs Qh W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
492,As Ah Js Jh W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
493,As Ah Ts Th W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
494,As Ad Ks Kd W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
495,As Ad Qs Qd W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
496,As Ad Js Jd W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
497,As Ad Ts Td W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
498,As Ac Ks Kc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
499,As Ac Qs Qc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
500,As Ac Js Jc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
501,As Ac Ts Tc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
502,Ah Ad Kh Kd W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
503,Ah Ad Qh Qd W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
504,Ah Ad Jh Jd W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
505,Ah Ad Th Td W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
506,Ah Ac Kh Kc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
507,Ah Ac Qh Qc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
508,Ah Ac Jh Jc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
509,Ah Ac Th Tc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
510,Ad Ac Kd Kc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
511,Ad Ac Qd Qc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
512,Ad Ac Jd Jc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
513,Ad Ac Td Tc W,Full House,Yes,99.13,0.87,0.00,4330,38,0,4368
514,Ks Kh Kd Kc Qs,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
515,Ks Kh Kd Kc Qh,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
516,Ks Kh Kd Kc Qd,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
517,Ks Kh Kd Kc Qc,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
518,Ks Kh Kd Kc Js,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
519,Ks Kh Kd Kc Jh,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
520,Ks Kh Kd Kc Jd,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
521,Ks Kh Kd Kc Jc,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
522,Ks Kh Kd Kc Ts,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
523,Ks Kh Kd Kc Th,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
524,Ks Kh Kd Kc Td,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
525,Ks Kh Kd Kc Tc,Four of a Kind,No,98.60,1.40,0.00,4307,61,0,4368
526,As Qs Qh Qd Qc,Four of a Kind,No,98.33,1.67,0.00,4295,73,0,4368
527,Ah Qs Qh Qd Qc,Four of a Kind,No,98.33,1.67,0.00,4295,73,0,4368
528,Ad Qs Qh Qd Qc,Four of a Kind,No,98.33,1.67,0.00,4295,73,0,4368
529,Ac Qs Qh Qd Qc,Four of a Kind,No,98.33,1.67,0.00,4295,73,0,4368
530,Ks Qs Qh Qd Qc,Four of a Kind,No,98.33,1.67,0.00,4295,73,0,4368
531,Kh Qs Qh Qd Qc,Four of a Kind,No,98.33,1.67,0.00,4295,73,0,4368
532,Kd Qs Qh Qd Qc,Four of a Kind,No,98.33,1.67,0.00,4295,73,0,4368
533,Kc Qs Qh Qd Qc,Four of a Kind,No,98.33,1.67,0.00,4295,73,0,4368
534,Ks Kh Qd Qc W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
535,Ks Kh Jd Jc W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
536,Ks Kh Td Tc W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
537,Ks Kd Qh Qc W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
538,Ks Kd Jh Jc W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
539,Ks Kd Th Tc W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
540,Ks Kc Qh Qd W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
541,Ks Kc Jh Jd W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
542,Ks Kc Th Td W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
543,Kh Kd Qs Qc W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
544,Kh Kd Js Jc W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
545,Kh Kd Ts Tc W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
546,Kh Kc Qs Qd W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
547,Kh Kc Js Jd W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
548,Kh Kc Ts Td W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
549,Kd Kc Qs Qh W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
550,Kd Kc Js Jh W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
551,Kd Kc Ts Th W,Full House,Yes,97.89,2.11,0.00,4276,92,0,4368
552,Ks Kh Qs Qd W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
553,Ks Kh Qs Qc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
554,Ks Kh Qh Qd W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
555,Ks Kh Qh Qc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
556,Ks Kh Js Jd W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
557,Ks Kh Js Jc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
558,Ks Kh Jh Jd W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
559,Ks Kh Jh Jc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
560,Ks Kh Ts Td W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
561,Ks Kh Ts Tc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
562,Ks Kh Th Td W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
563,Ks Kh Th Tc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
564,Ks Kd Qs Qh W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
565,Ks Kd Qs Qc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
566,Ks Kd Qh Qd W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
567,Ks Kd Qd Qc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
568,Ks Kd Js Jh W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
569,Ks Kd Js Jc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
570,Ks Kd Jh Jd W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
571,Ks Kd Jd Jc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
572,Ks Kd Ts Th W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
573,Ks Kd Ts Tc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
574,Ks Kd Th Td W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
575,Ks Kd Td Tc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
576,Ks Kc Qs Qh W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
577,Ks Kc Qs Qd W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
578,Ks Kc Qh Qc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
579,Ks Kc Qd Qc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
580,Ks Kc Js Jh W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
581,Ks Kc Js Jd W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
582,Ks Kc Jh Jc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
583,Ks Kc Jd Jc W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
584,Ks Kc Ts Th W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
585,Ks Kc Ts Td W,Full House,Yes,97.87,2.13,0.00,4275,93,0,4368
