Hand,Hand Type,k,Raw EV (Win %),Opponent Pool Size,Opponent Hands,Entropy (bits),Info Gain vs k=0 (bits),Certainty %,Ambiguity %
Kc Qh Jd Th W,Straight,1,84.97,15,3003,1.781,0.003,85.9,0.0
Kc Qh Jd Th W,Straight,2,86.40,14,2002,1.776,0.007,87.5,0.0
Kc Qh Jd Th W,Straight,3,87.04,13,1287,1.770,0.013,77.5,0.0
Kc Qh Jd Th W,Straight,4,86.72,12,792,1.758,0.025,74.3,0.0
Kc Qh Jd Ts Tc,Pair,0,0.00,16,4368,2.193,0.000,100.0,0.0
Kc Qh Jd Ts Tc,Pair,1,27.78,15,3003,2.177,0.016,56.2,7.5
Kc Qh Jd Ts Tc,Pair,2,35.81,14,2002,2.158,0.034,49.2,10.5
Kc Qh Jd Ts Tc,Pair,3,41.46,13,1287,2.134,0.058,44.6,14.4
Kc Qh Jd Ts Tc,Pair,4,45.67,12,792,2.104,0.089,45.3,15.7
Kc Qh Jd Ts Tc,Pair,5,49.09,11,462,2.062,0.130,53.6,10.5
Kc Qh Jd Ts Td,Pair,0,0.00,16,4368,2.193,0.000,100.0,0.0
Kc Qh Jd Ts Td,Pair,1,27.78,15,3003,2.177,0.016,56.2,7.5
Kc Qh Jd Ts Td,Pair,2,35.81,14,2002,2.158,0.034,49.2,10.5
Kc Qh Jd Ts Td,Pair,3,41.46,13,1287,2.134,0.058,44.6,14.4
Kc Qh Jd Ts Td,Pair,4,45.67,12,792,2.104,0.089,45.3,15.7
Kc Qh Jd Ts Td,Pair,5,49.09,11,462,2.062,0.130,53.6,10.5
Kc Qh Jd Ts Th,Pair,0,0.00,16,4368,2.193,0.000,100.0,0.0
Kc Qh Jd Ts Th,Pair,1,27.78,15,3003,2.177,0.016,56.2,7.5
Kc Qh Jd Ts Th,Pair,2,35.81,14,2002,2.158,0.034,49.2,10.5
Kc Qh Jd Ts Th,Pair,3,41.46,13,1287,2.134,0.058,44.6,14.4
Kc Qh Jd Ts Th,Pair,4,45.67,12,792,2.104,0.089,45.3,15.7
Kc Qh Jd Ts Th,Pair,5,49.09,11,462,2.062,0.130,53.6,10.5
Kc Qh Jd Ts W,Straight,0,89.84,16,4368,1.781,0.000,100.0,0.0
Kc Qh Jd Ts W,Straight,1,84.97,15,3003,1.778,0.002,85.9,0.0
Kc Qh Jd Ts W,Straight,2,86.36,14,2002,1.774,0.006,87.5,0.0
Kc Qh Jd Ts W,Straight,3,87.07,13,1287,1.768,0.013,77.5,0.0
Kc Qh Jd Ts W,Straight,4,86.70,12,792,1.757,0.024,74.3,0.0
Kc Qh Jh Jc Tc,Pair,0,7.01,16,4368,2.206,0.000,100.0,0.0
Kc Qh Jh Jc Tc,Pair,1,30.41,15,3003,2.190,0.016,60.0,7.5
Kc Qh Jh Jc Tc,Pair,2,37.10,14,2002,2.171,0.035,50.3,10.5
Kc Qh Jh Jc Tc,Pair,3,42.15,13,1287,2.147,0.059,45.1,14.4
Kc Qh Jh Jc Tc,Pair,4,46.01,12,792,2.116,0.090,47.5,15.7
Kc Qh Jh Jc Tc,Pair,5,49.11,11,462,2.074,0.132,53.7,8.8
Kc Qh Jh Jc Td,Pair,0,7.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Jh Jc Td,Pair,1,30.41,15,3003,2.183,0.016,60.0,7.5
Kc Qh Jh Jc Td,Pair,2,37.07,14,2002,2.164,0.035,50.2,10.5
Kc Qh Jh Jc Td,Pair,3,42.16,13,1287,2.140,0.059,45.1,14.4
Kc Qh Jh Jc Td,Pair,4,46.03,12,792,2.109,0.090,47.6,15.7
Kc Qh Jh Jc Td,Pair,5,49.10,11,462,2.067,0.131,53.7,8.8
Kc Qh Jh Jc Th,Pair,0,7.01,16,4368,2.206,0.000,100.0,0.0
Kc Qh Jh Jc Th,Pair,1,30.41,15,3003,2.190,0.016,60.0,7.5
Kc Qh Jh Jc Th,Pair,2,37.10,14,2002,2.171,0.035,50.3,10.5
Kc Qh Jh Jc Th,Pair,3,42.15,13,1287,2.147,0.059,45.1,14.4
Kc Qh Jh Jc Th,Pair,4,46.01,12,792,2.116,0.090,47.5,15.7
Kc Qh Jh Jc Th,Pair,5,49.11,11,462,2.074,0.132,53.7,8.8
Kc Qh Jh Jc Ts,Pair,0,7.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Jh Jc Ts,Pair,1,30.41,15,3003,2.183,0.016,60.0,7.5
Kc Qh Jh Jc Ts,Pair,2,37.07,14,2002,2.164,0.035,50.2,10.5
Kc Qh Jh Jc Ts,Pair,3,42.16,13,1287,2.140,0.059,45.1,14.4
Kc Qh Jh Jc Ts,Pair,4,46.03,12,792,2.109,0.090,47.6,15.7
Kc Qh Jh Jc Ts,Pair,5,49.10,11,462,2.067,0.131,53.7,8.8
Kc Qh Jh Jc W,Three of a Kind,0,82.05,16,4368,1.851,0.000,100.0,0.0
Kc Qh Jh Jc W,Three of a Kind,1,86.69,15,3003,1.847,0.004,100.0,0.0
Kc Qh Jh Jc W,Three of a Kind,2,86.91,14,2002,1.841,0.010,91.4,0.0
Kc Qh Jh Jc W,Three of a Kind,3,86.94,13,1287,1.830,0.021,78.6,0.0
Kc Qh Jh Jc W,Three of a Kind,4,87.21,12,792,1.815,0.036,80.1,0.0
Kc Qh Jh Jd Jc,Three of a Kind,0,61.70,16,4368,2.257,0.000,0.0,0.0
Kc Qh Jh Jd Jc,Three of a Kind,1,43.77,15,3003,2.239,0.017,46.2,10.0
Kc Qh Jh Jd Jc,Three of a Kind,2,40.52,14,2002,2.218,0.039,52.7,11.3
Kc Qh Jh Jd Jc,Three of a Kind,3,40.75,13,1287,2.192,0.065,51.2,11.5
Kc Qh Jh Jd Jc,Three of a Kind,4,44.43,12,792,2.158,0.098,53.1,12.5
Kc Qh Jh Jd Jc,Three of a Kind,5,49.61,11,462,2.114,0.143,59.0,5.8
Kc Qh Jh Jd Tc,Pair,0,7.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Jh Jd Tc,Pair,1,30.41,15,3003,2.183,0.016,60.0,7.5
Kc Qh Jh Jd Tc,Pair,2,37.07,14,2002,2.164,0.035,50.2,10.5
Kc Qh Jh Jd Tc,Pair,3,42.16,13,1287,2.140,0.059,45.1,14.4
Kc Qh Jh Jd Tc,Pair,4,46.03,12,792,2.109,0.090,47.6,15.7
Kc Qh Jh Jd Tc,Pair,5,49.10,11,462,2.067,0.132,53.7,8.8
Kc Qh Jh Jd Td,Pair,0,7.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Jh Jd Td,Pair,1,30.41,15,3003,2.183,0.016,60.0,7.5
Kc Qh Jh Jd Td,Pair,2,37.07,14,2002,2.164,0.035,50.2,10.5
Kc Qh Jh Jd Td,Pair,3,42.16,13,1287,2.140,0.059,45.1,14.4
Kc Qh Jh Jd Td,Pair,4,46.03,12,792,2.109,0.090,47.6,15.7
Kc Qh Jh Jd Td,Pair,5,49.10,11,462,2.067,0.131,53.7,8.8
Kc Qh Jh Jd Th,Pair,0,7.01,16,4368,2.200,0.000,100.0,0.0
Kc Qh Jh Jd Th,Pair,1,30.41,15,3003,2.185,0.016,60.0,7.5
Kc Qh Jh Jd Th,Pair,2,37.11,14,2002,2.166,0.035,50.3,10.5
Kc Qh Jh Jd Th,Pair,3,42.15,13,1287,2.142,0.059,45.1,14.4
Kc Qh Jh Jd Th,Pair,4,46.03,12,792,2.111,0.090,47.6,15.7
Kc Qh Jh Jd Th,Pair,5,49.10,11,462,2.069,0.131,53.7,8.8
Kc Qh Jh Jd Ts,Pair,0,7.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Jh Jd Ts,Pair,1,30.41,15,3003,2.177,0.016,60.0,7.5
Kc Qh Jh Jd Ts,Pair,2,37.08,14,2002,2.158,0.034,50.2,10.5
Kc Qh Jh Jd Ts,Pair,3,42.15,13,1287,2.134,0.058,45.1,14.4
Kc Qh Jh Jd Ts,Pair,4,46.04,12,792,2.104,0.089,47.6,15.7
Kc Qh Jh Jd Ts,Pair,5,49.09,11,462,2.062,0.130,53.6,8.8
Kc Qh Jh Jd W,Three of a Kind,0,82.05,16,4368,1.849,0.000,100.0,0.0
Kc Qh Jh Jd W,Three of a Kind,1,86.69,15,3003,1.845,0.004,100.0,0.0
Kc Qh Jh Jd W,Three of a Kind,2,86.87,14,2002,1.839,0.010,91.4,0.0
Kc Qh Jh Jd W,Three of a Kind,3,86.97,13,1287,1.829,0.021,78.6,0.0
Kc Qh Jh Jd W,Three of a Kind,4,87.20,12,792,1.813,0.036,80.1,0.0
Kc Qh Jh Tc W,Straight,0,89.84,16,4368,1.785,0.000,100.0,0.0
Kc Qh Jh Tc W,Straight,1,84.97,15,3003,1.782,0.002,85.9,0.0
Kc Qh Jh Tc W,Straight,2,86.44,14,2002,1.778,0.007,87.5,0.0
Kc Qh Jh Tc W,Straight,3,87.01,13,1287,1.771,0.013,77.5,0.0
Kc Qh Jh Tc W,Straight,4,86.74,12,792,1.760,0.025,74.3,0.0
Kc Qh Jh Td Tc,Pair,0,0.00,16,4368,2.199,0.000,100.0,0.0
Kc Qh Jh Td Tc,Pair,1,27.78,15,3003,2.183,0.016,56.2,7.5
Kc Qh Jh Td Tc,Pair,2,35.81,14,2002,2.164,0.035,49.2,10.5
Kc Qh Jh Td Tc,Pair,3,41.46,13,1287,2.140,0.059,44.6,14.4
Kc Qh Jh Td Tc,Pair,4,45.65,12,792,2.109,0.090,45.3,15.7
Kc Qh Jh Td Tc,Pair,5,49.10,11,462,2.067,0.132,53.7,10.5
Kc Qh Jh Td W,Straight,0,89.84,16,4368,1.783,0.000,100.0,0.0
Kc Qh Jh Td W,Straight,1,84.97,15,3003,1.781,0.003,85.9,0.0
Kc Qh Jh Td W,Straight,2,86.40,14,2002,1.776,0.007,87.5,0.0
Kc Qh Jh Td W,Straight,3,87.04,13,1287,1.770,0.013,77.5,0.0
Kc Qh Jh Td W,Straight,4,86.72,12,792,1.758,0.025,74.3,0.0
Kc Qh Jh Th Tc,Pair,0,0.00,16,4368,2.206,0.000,100.0,0.0
Kc Qh Jh Th Tc,Pair,1,27.78,15,3003,2.190,0.016,56.2,7.5
Kc Qh Jh Th Tc,Pair,2,35.84,14,2002,2.171,0.035,49.3,10.5
Kc Qh Jh Th Tc,Pair,3,41.46,13,1287,2.147,0.059,44.6,14.4
Kc Qh Jh Th Tc,Pair,4,45.64,12,792,2.116,0.090,45.3,15.7
Kc Qh Jh Th Tc,Pair,5,49.11,11,462,2.074,0.132,53.7,10.5
Kc Qh Jh Th Td,Pair,0,0.00,16,4368,2.200,0.000,100.0,0.0
Kc Qh Jh Th Td,Pair,1,27.78,15,3003,2.185,0.016,56.2,7.5
Kc Qh Jh Th Td,Pair,2,35.84,14,2002,2.166,0.035,49.3,10.5
Kc Qh Jh Th Td,Pair,3,41.45,13,1287,2.142,0.059,44.6,14.4
Kc Qh Jh Th Td,Pair,4,45.65,12,792,2.111,0.090,45.3,15.7
Kc Qh Jh Th Td,Pair,5,49.10,11,462,2.069,0.131,53.7,10.5
Kc Qh Jh Th W,Straight,0,89.84,16,4368,1.785,0.000,100.0,0.0
Kc Qh Jh Th W,Straight,1,85.29,15,3003,1.782,0.002,85.9,0.0
Kc Qh Jh Th W,Straight,2,86.39,14,2002,1.778,0.007,87.5,0.0
Kc Qh Jh Th W,Straight,3,87.01,13,1287,1.771,0.013,77.5,0.0
Kc Qh Jh Th W,Straight,4,86.74,12,792,1.760,0.025,74.3,0.0
Kc Qh Jh Ts Tc,Pair,0,0.00,16,4368,2.199,0.000,100.0,0.0
Kc Qh Jh Ts Tc,Pair,1,27.78,15,3003,2.183,0.016,56.2,7.5
Kc Qh Jh Ts Tc,Pair,2,35.81,14,2002,2.164,0.035,49.2,10.5
Kc Qh Jh Ts Tc,Pair,3,41.46,13,1287,2.140,0.059,44.6,14.4
Kc Qh Jh Ts Tc,Pair,4,45.65,12,792,2.109,0.090,45.3,15.7
Kc Qh Jh Ts Tc,Pair,5,49.10,11,462,2.067,0.132,53.7,10.5
Kc Qh Jh Ts Td,Pair,0,0.00,16,4368,2.193,0.000,100.0,0.0
Kc Qh Jh Ts Td,Pair,1,27.78,15,3003,2.177,0.016,56.2,7.5
Kc Qh Jh Ts Td,Pair,2,35.81,14,2002,2.158,0.035,49.2,10.5
Kc Qh Jh Ts Td,Pair,3,41.46,13,1287,2.134,0.058,44.6,14.4
Kc Qh Jh Ts Td,Pair,4,45.67,12,792,2.104,0.089,45.3,15.7
Kc Qh Jh Ts Td,Pair,5,49.09,11,462,2.062,0.130,53.6,10.5
Kc Qh Jh Ts Th,Pair,0,0.00,16,4368,2.200,0.000,100.0,0.0
Kc Qh Jh Ts Th,Pair,1,27.78,15,3003,2.185,0.016,56.2,7.5
Kc Qh Jh Ts Th,Pair,2,35.84,14,2002,2.166,0.035,49.3,10.5
Kc Qh Jh Ts Th,Pair,3,41.45,13,1287,2.142,0.059,44.6,14.4
Kc Qh Jh Ts Th,Pair,4,45.65,12,792,2.111,0.090,45.3,15.7
Kc Qh Jh Ts Th,Pair,5,49.10,11,462,2.069,0.131,53.7,10.5
Kc Qh Jh Ts W,Straight,0,89.84,16,4368,1.783,0.000,100.0,0.0
Kc Qh Jh Ts W,Straight,1,84.97,15,3003,1.781,0.003,85.9,0.0
Kc Qh Jh Ts W,Straight,2,86.40,14,2002,1.776,0.007,87.5,0.0
Kc Qh Jh Ts W,Straight,3,87.04,13,1287,1.770,0.013,77.5,0.0
Kc Qh Jh Ts W,Straight,4,86.72,12,792,1.758,0.025,74.3,0.0
Kc Qh Js Jc Tc,Pair,0,7.01,16,4368,2.200,0.000,100.0,0.0
Kc Qh Js Jc Tc,Pair,1,30.41,15,3003,2.185,0.016,60.0,7.5
Kc Qh Js Jc Tc,Pair,2,37.11,14,2002,2.166,0.035,50.3,10.5
Kc Qh Js Jc Tc,Pair,3,42.15,13,1287,2.142,0.059,45.1,14.4
Kc Qh Js Jc Tc,Pair,4,46.03,12,792,2.111,0.090,47.6,15.7
Kc Qh Js Jc Tc,Pair,5,49.10,11,462,2.069,0.131,53.7,8.8
Kc Qh Js Jc Td,Pair,0,7.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Js Jc Td,Pair,1,30.41,15,3003,2.177,0.016,60.0,7.5
Kc Qh Js Jc Td,Pair,2,37.08,14,2002,2.158,0.034,50.2,10.5
Kc Qh Js Jc Td,Pair,3,42.15,13,1287,2.134,0.058,45.1,14.4
Kc Qh Js Jc Td,Pair,4,46.04,12,792,2.104,0.089,47.6,15.7
Kc Qh Js Jc Td,Pair,5,49.09,11,462,2.062,0.130,53.6,8.8
Kc Qh Js Jc Th,Pair,0,7.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Js Jc Th,Pair,1,30.41,15,3003,2.183,0.016,60.0,7.5
Kc Qh Js Jc Th,Pair,2,37.07,14,2002,2.164,0.035,50.2,10.5
Kc Qh Js Jc Th,Pair,3,42.16,13,1287,2.140,0.059,45.1,14.4
Kc Qh Js Jc Th,Pair,4,46.03,12,792,2.109,0.090,47.6,15.7
Kc Qh Js Jc Th,Pair,5,49.10,11,462,2.067,0.132,53.7,8.8
Kc Qh Js Jc Ts,Pair,0,7.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Js Jc Ts,Pair,1,30.41,15,3003,2.183,0.016,60.0,7.5
Kc Qh Js Jc Ts,Pair,2,37.07,14,2002,2.164,0.035,50.2,10.5
Kc Qh Js Jc Ts,Pair,3,42.16,13,1287,2.140,0.059,45.1,14.4
Kc Qh Js Jc Ts,Pair,4,46.03,12,792,2.109,0.090,47.6,15.7
Kc Qh Js Jc Ts,Pair,5,49.10,11,462,2.067,0.131,53.7,8.8
Kc Qh Js Jc W,Three of a Kind,0,82.05,16,4368,1.849,0.000,100.0,0.0
Kc Qh Js Jc W,Three of a Kind,1,86.69,15,3003,1.845,0.004,100.0,0.0
Kc Qh Js Jc W,Three of a Kind,2,86.87,14,2002,1.839,0.010,91.4,0.0
Kc Qh Js Jc W,Three of a Kind,3,86.97,13,1287,1.829,0.021,78.6,0.0
Kc Qh Js Jc W,Three of a Kind,4,87.20,12,792,1.813,0.036,80.1,0.0
Kc Qh Js Jd Jc,Three of a Kind,0,61.70,16,4368,2.251,0.000,0.0,0.0
Kc Qh Js Jd Jc,Three of a Kind,1,43.78,15,3003,2.233,0.017,46.2,10.0
Kc Qh Js Jd Jc,Three of a Kind,2,40.52,14,2002,2.212,0.038,52.7,11.3
Kc Qh Js Jd Jc,Three of a Kind,3,40.75,13,1287,2.186,0.064,51.2,11.5
Kc Qh Js Jd Jc,Three of a Kind,4,44.45,12,792,2.153,0.098,53.1,12.5
Kc Qh Js Jd Jc,Three of a Kind,5,49.61,11,462,2.109,0.142,59.0,5.8
Kc Qh Js Jd Tc,Pair,0,7.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Js Jd Tc,Pair,1,30.41,15,3003,2.177,0.016,60.0,7.5
Kc Qh Js Jd Tc,Pair,2,37.08,14,2002,2.158,0.035,50.2,10.5
Kc Qh Js Jd Tc,Pair,3,42.15,13,1287,2.134,0.058,45.1,14.4
Kc Qh Js Jd Tc,Pair,4,46.04,12,792,2.104,0.089,47.6,15.7
Kc Qh Js Jd Tc,Pair,5,49.09,11,462,2.062,0.130,53.6,8.8
Kc Qh Js Jd Td,Pair,0,7.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Js Jd Td,Pair,1,30.41,15,3003,2.177,0.016,60.0,7.5
Kc Qh Js Jd Td,Pair,2,37.08,14,2002,2.158,0.034,50.2,10.5
Kc Qh Js Jd Td,Pair,3,42.15,13,1287,2.134,0.058,45.1,14.4
Kc Qh Js Jd Td,Pair,4,46.04,12,792,2.104,0.089,47.6,15.7
Kc Qh Js Jd Td,Pair,5,49.09,11,462,2.062,0.130,53.6,8.8
Kc Qh Js Jd Th,Pair,0,7.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Js Jd Th,Pair,1,30.41,15,3003,2.177,0.016,60.0,7.5
Kc Qh Js Jd Th,Pair,2,37.08,14,2002,2.158,0.035,50.2,10.5
Kc Qh Js Jd Th,Pair,3,42.15,13,1287,2.134,0.058,45.1,14.4
Kc Qh Js Jd Th,Pair,4,46.04,12,792,2.104,0.089,47.6,15.7
Kc Qh Js Jd Th,Pair,5,49.09,11,462,2.062,0.130,53.6,8.8
Kc Qh Js Jd Ts,Pair,0,7.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Js Jd Ts,Pair,1,30.41,15,3003,2.177,0.016,60.0,7.5
Kc Qh Js Jd Ts,Pair,2,37.08,14,2002,2.158,0.034,50.2,10.5
Kc Qh Js Jd Ts,Pair,3,42.15,13,1287,2.134,0.058,45.1,14.4
Kc Qh Js Jd Ts,Pair,4,46.04,12,792,2.104,0.089,47.6,15.7
Kc Qh Js Jd Ts,Pair,5,49.09,11,462,2.062,0.130,53.6,8.8
Kc Qh Js Jd W,Three of a Kind,0,82.05,16,4368,1.847,0.000,100.0,0.0
Kc Qh Js Jd W,Three of a Kind,1,86.69,15,3003,1.843,0.004,100.0,0.0
Kc Qh Js Jd W,Three of a Kind,2,86.83,14,2002,1.837,0.010,91.4,0.0
Kc Qh Js Jd W,Three of a Kind,3,87.00,13,1287,1.827,0.020,78.6,0.0
Kc Qh Js Jd W,Three of a Kind,4,87.19,12,792,1.811,0.036,80.1,0.0
Kc Qh Js Jh Jc,Three of a Kind,0,61.70,16,4368,2.257,0.000,0.0,0.0
Kc Qh Js Jh Jc,Three of a Kind,1,43.77,15,3003,2.239,0.017,46.2,10.0
Kc Qh Js Jh Jc,Three of a Kind,2,40.52,14,2002,2.218,0.039,52.7,11.3
Kc Qh Js Jh Jc,Three of a Kind,3,40.75,13,1287,2.192,0.065,51.2,11.5
Kc Qh Js Jh Jc,Three of a Kind,4,44.43,12,792,2.158,0.098,53.1,12.5
Kc Qh Js Jh Jc,Three of a Kind,5,49.61,11,462,2.114,0.143,59.0,5.8
Kc Qh Js Jh Jd,Three of a Kind,0,61.70,16,4368,2.251,0.000,0.0,0.0
Kc Qh Js Jh Jd,Three of a Kind,1,43.78,15,3003,2.233,0.017,46.2,10.0
Kc Qh Js Jh Jd,Three of a Kind,2,40.52,14,2002,2.212,0.038,52.7,11.3
Kc Qh Js Jh Jd,Three of a Kind,3,40.75,13,1287,2.186,0.064,51.2,11.5
Kc Qh Js Jh Jd,Three of a Kind,4,44.45,12,792,2.153,0.098,53.1,12.5
Kc Qh Js Jh Jd,Three of a Kind,5,49.61,11,462,2.109,0.142,59.0,5.8
Kc Qh Js Jh Tc,Pair,0,7.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Js Jh Tc,Pair,1,30.41,15,3003,2.183,0.016,60.0,7.5
Kc Qh Js Jh Tc,Pair,2,37.07,14,2002,2.164,0.035,50.2,10.5
Kc Qh Js Jh Tc,Pair,3,42.16,13,1287,2.140,0.059,45.1,14.4
Kc Qh Js Jh Tc,Pair,4,46.03,12,792,2.109,0.090,47.6,15.7
Kc Qh Js Jh Tc,Pair,5,49.10,11,462,2.067,0.132,53.7,8.8
Kc Qh Js Jh Td,Pair,0,7.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Js Jh Td,Pair,1,30.41,15,3003,2.177,0.016,60.0,7.5
Kc Qh Js Jh Td,Pair,2,37.08,14,2002,2.158,0.034,50.2,10.5
Kc Qh Js Jh Td,Pair,3,42.15,13,1287,2.134,0.058,45.1,14.4
Kc Qh Js Jh Td,Pair,4,46.04,12,792,2.104,0.089,47.6,15.7
Kc Qh Js Jh Td,Pair,5,49.09,11,462,2.062,0.130,53.6,8.8
Kc Qh Js Jh Th,Pair,0,7.01,16,4368,2.200,0.000,100.0,0.0
Kc Qh Js Jh Th,Pair,1,30.41,15,3003,2.185,0.016,60.0,7.5
Kc Qh Js Jh Th,Pair,2,37.11,14,2002,2.166,0.035,50.3,10.5
Kc Qh Js Jh Th,Pair,3,42.15,13,1287,2.142,0.059,45.1,14.4
Kc Qh Js Jh Th,Pair,4,46.03,12,792,2.111,0.090,47.6,15.7
Kc Qh Js Jh Th,Pair,5,49.10,11,462,2.069,0.131,53.7,8.8
Kc Qh Js Jh Ts,Pair,0,7.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Js Jh Ts,Pair,1,30.41,15,3003,2.183,0.016,60.0,7.5
Kc Qh Js Jh Ts,Pair,2,37.07,14,2002,2.164,0.035,50.2,10.5
Kc Qh Js Jh Ts,Pair,3,42.16,13,1287,2.140,0.059,45.1,14.4
Kc Qh Js Jh Ts,Pair,4,46.03,12,792,2.109,0.090,47.6,15.7
Kc Qh Js Jh Ts,Pair,5,49.10,11,462,2.067,0.131,53.7,8.8
Kc Qh Js Jh W,Three of a Kind,0,82.05,16,4368,1.849,0.000,100.0,0.0
Kc Qh Js Jh W,Three of a Kind,1,86.69,15,3003,1.845,0.004,100.0,0.0
Kc Qh Js Jh W,Three of a Kind,2,86.87,14,2002,1.839,0.010,91.4,0.0
Kc Qh Js Jh W,Three of a Kind,3,86.97,13,1287,1.829,0.021,78.6,0.0
Kc Qh Js Jh W,Three of a Kind,4,87.20,12,792,1.813,0.036,80.1,0.0
Kc Qh Js Tc W,Straight,0,89.84,16,4368,1.783,0.000,100.0,0.0
Kc Qh Js Tc W,Straight,1,84.97,15,3003,1.781,0.003,85.9,0.0
Kc Qh Js Tc W,Straight,2,86.40,14,2002,1.776,0.007,87.5,0.0
Kc Qh Js Tc W,Straight,3,87.04,13,1287,1.770,0.013,77.5,0.0
Kc Qh Js Tc W,Straight,4,86.72,12,792,1.758,0.025,74.3,0.0
Kc Qh Js Td Tc,Pair,0,0.00,16,4368,2.193,0.000,100.0,0.0
Kc Qh Js Td Tc,Pair,1,27.78,15,3003,2.177,0.016,56.2,7.5
Kc Qh Js Td Tc,Pair,2,35.81,14,2002,2.158,0.034,49.2,10.5
Kc Qh Js Td Tc,Pair,3,41.46,13,1287,2.134,0.058,44.6,14.4
Kc Qh Js Td Tc,Pair,4,45.67,12,792,2.104,0.089,45.3,15.7
Kc Qh Js Td Tc,Pair,5,49.09,11,462,2.062,0.130,53.6,10.5
Kc Qh Js Td W,Straight,0,89.84,16,4368,1.781,0.000,100.0,0.0
Kc Qh Js Td W,Straight,1,84.97,15,3003,1.778,0.002,85.9,0.0
Kc Qh Js Td W,Straight,2,86.36,14,2002,1.774,0.006,87.5,0.0
Kc Qh Js Td W,Straight,3,87.07,13,1287,1.768,0.013,77.5,0.0
Kc Qh Js Td W,Straight,4,86.70,12,792,1.757,0.024,74.3,0.0
Kc Qh Js Th Tc,Pair,0,0.00,16,4368,2.199,0.000,100.0,0.0
Kc Qh Js Th Tc,Pair,1,27.78,15,3003,2.183,0.016,56.2,7.5
Kc Qh Js Th Tc,Pair,2,35.81,14,2002,2.164,0.035,49.2,10.5
Kc Qh Js Th Tc,Pair,3,41.46,13,1287,2.140,0.059,44.6,14.4
Kc Qh Js Th Tc,Pair,4,45.65,12,792,2.109,0.090,45.3,15.7
Kc Qh Js Th Tc,Pair,5,49.10,11,462,2.067,0.131,53.7,10.5
Kc Qh Js Th Td,Pair,0,0.00,16,4368,2.193,0.000,100.0,0.0
Kc Qh Js Th Td,Pair,1,27.78,15,3003,2.177,0.016,56.2,7.5
Kc Qh Js Th Td,Pair,2,35.81,14,2002,2.158,0.034,49.2,10.5
Kc Qh Js Th Td,Pair,3,41.46,13,1287,2.134,0.058,44.6,14.4
Kc Qh Js Th Td,Pair,4,45.67,12,792,2.104,0.089,45.3,15.7
Kc Qh Js Th Td,Pair,5,49.09,11,462,2.062,0.130,53.6,10.5
Kc Qh Js Th W,Straight,0,89.84,16,4368,1.783,0.000,100.0,0.0
Kc Qh Js Th W,Straight,1,84.97,15,3003,1.781,0.003,85.9,0.0
Kc Qh Js Th W,Straight,2,86.40,14,2002,1.776,0.007,87.5,0.0
Kc Qh Js Th W,Straight,3,87.04,13,1287,1.770,0.013,77.5,0.0
Kc Qh Js Th W,Straight,4,86.72,12,792,1.758,0.025,74.3,0.0
Kc Qh Js Ts Tc,Pair,0,0.00,16,4368,2.199,0.000,100.0,0.0
Kc Qh Js Ts Tc,Pair,1,27.78,15,3003,2.183,0.016,56.2,7.5
Kc Qh Js Ts Tc,Pair,2,35.81,14,2002,2.164,0.035,49.2,10.5
Kc Qh Js Ts Tc,Pair,3,41.46,13,1287,2.140,0.059,44.6,14.4
Kc Qh Js Ts Tc,Pair,4,45.65,12,792,2.109,0.090,45.3,15.7
Kc Qh Js Ts Tc,Pair,5,49.10,11,462,2.067,0.131,53.7,10.5
Kc Qh Js Ts Td,Pair,0,0.00,16,4368,2.193,0.000,100.0,0.0
Kc Qh Js Ts Td,Pair,1,27.78,15,3003,2.177,0.016,56.2,7.5
Kc Qh Js Ts Td,Pair,2,35.81,14,2002,2.158,0.034,49.2,10.5
Kc Qh Js Ts Td,Pair,3,41.46,13,1287,2.134,0.058,44.6,14.4
Kc Qh Js Ts Td,Pair,4,45.67,12,792,2.104,0.089,45.3,15.7
Kc Qh Js Ts Td,Pair,5,49.09,11,462,2.062,0.130,53.6,10.5
Kc Qh Js Ts Th,Pair,0,0.00,16,4368,2.199,0.000,100.0,0.0
Kc Qh Js Ts Th,Pair,1,27.78,15,3003,2.183,0.016,56.2,7.5
Kc Qh Js Ts Th,Pair,2,35.81,14,2002,2.164,0.035,49.2,10.5
Kc Qh Js Ts Th,Pair,3,41.46,13,1287,2.140,0.059,44.6,14.4
Kc Qh Js Ts Th,Pair,4,45.65,12,792,2.109,0.090,45.3,15.7
Kc Qh Js Ts Th,Pair,5,49.10,11,462,2.067,0.131,53.7,10.5
