Hand,Hand Type,Optimal k,Optimal Win %,Alternative k,Alternative Win %,Deception Cost (Δ%)
As Ks Kd Qd W,Three of a Kind,2,92.75,3,89.79,2.96
As Ks Kd Qd W,Three of a Kind,2,92.75,4,88.37,4.38
As Ks Kd Qh Jc,Pair,3,58.66,0,27.61,31.05
As Ks Kd Qh Jc,Pair,3,58.66,1,44.04,14.62
As Ks Kd Qh Jc,Pair,3,58.66,2,54.62,4.04
As Ks Kd Qh Jc,Pair,3,58.66,4,52.81,5.85
As Ks Kd Qh Jc,Pair,3,58.66,5,49.09,9.57
As Ks Kd Qh Jd,Pair,3,58.65,0,27.61,31.04
As Ks Kd Qh Jd,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qh Jd,Pair,3,58.65,2,54.62,4.03
As Ks Kd Qh Jd,Pair,3,58.65,4,52.81,5.84
As Ks Kd Qh Jd,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qh Jh,Pair,3,58.65,0,27.61,31.04
As Ks Kd Qh Jh,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qh Jh,Pair,3,58.65,2,54.62,4.03
As Ks Kd Qh Jh,Pair,3,58.65,4,52.81,5.84
As Ks Kd Qh Jh,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qh Js,Pair,3,58.65,0,27.61,31.04
As Ks Kd Qh Js,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qh Js,Pair,3,58.65,2,54.61,4.04
As Ks Kd Qh Js,Pair,3,58.65,4,52.80,5.85
As Ks Kd Qh Js,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qh Qc,Two Pair,1,59.94,0,44.23,15.71
As Ks Kd Qh Qc,Two Pair,1,59.94,2,53.67,6.27
As Ks Kd Qh Qc,Two Pair,1,59.94,3,58.34,1.60
As Ks Kd Qh Qc,Two Pair,1,59.94,4,52.45,7.49
As Ks Kd Qh Qc,Two Pair,1,59.94,5,49.26,10.68
As Ks Kd Qh Qd,Two Pair,1,59.92,0,44.23,15.69
As Ks Kd Qh Qd,Two Pair,1,59.92,2,53.66,6.26
As Ks Kd Qh Qd,Two Pair,1,59.92,3,58.33,1.59
As Ks Kd Qh Qd,Two Pair,1,59.92,4,52.44,7.48
As Ks Kd Qh Qd,Two Pair,1,59.92,5,49.27,10.65
As Ks Kd Qh Tc,Pair,3,58.66,0,26.79,31.87
As Ks Kd Qh Tc,Pair,3,58.66,1,44.04,14.62
As Ks Kd Qh Tc,Pair,3,58.66,2,54.63,4.03
As Ks Kd Qh Tc,Pair,3,58.66,4,52.85,5.81
As Ks Kd Qh Tc,Pair,3,58.66,5,49.09,9.57
As Ks Kd Qh Td,Pair,3,58.65,0,26.79,31.86
As Ks Kd Qh Td,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qh Td,Pair,3,58.65,2,54.62,4.03
As Ks Kd Qh Td,Pair,3,58.65,4,52.84,5.81
As Ks Kd Qh Td,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qh Th,Pair,3,58.65,0,26.79,31.86
As Ks Kd Qh Th,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qh Th,Pair,3,58.65,2,54.62,4.03
As Ks Kd Qh Th,Pair,3,58.65,4,52.84,5.81
As Ks Kd Qh Th,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qh Ts,Pair,3,58.65,0,26.79,31.86
As Ks Kd Qh Ts,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qh Ts,Pair,3,58.65,2,54.62,4.03
As Ks Kd Qh Ts,Pair,3,58.65,4,52.83,5.82
As Ks Kd Qh Ts,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qh W,Three of a Kind,2,92.76,0,88.32,4.44
As Ks Kd Qh W,Three of a Kind,2,92.76,1,91.82,0.94
As Ks Kd Qh W,Three of a Kind,2,92.76,3,89.79,2.97
As Ks Kd Qh W,Three of a Kind,2,92.76,4,88.35,4.41
As Ks Kd Qs Jc,Pair,3,58.65,0,27.61,31.04
As Ks Kd Qs Jc,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qs Jc,Pair,3,58.65,2,54.61,4.04
As Ks Kd Qs Jc,Pair,3,58.65,4,52.80,5.85
As Ks Kd Qs Jc,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qs Jd,Pair,3,58.64,0,27.61,31.03
As Ks Kd Qs Jd,Pair,3,58.64,1,44.04,14.60
As Ks Kd Qs Jd,Pair,3,58.64,2,54.61,4.03
As Ks Kd Qs Jd,Pair,3,58.64,4,52.80,5.84
As Ks Kd Qs Jd,Pair,3,58.64,5,49.11,9.53
As Ks Kd Qs Jh,Pair,3,58.65,0,27.61,31.04
As Ks Kd Qs Jh,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qs Jh,Pair,3,58.65,2,54.61,4.04
As Ks Kd Qs Jh,Pair,3,58.65,4,52.80,5.85
As Ks Kd Qs Jh,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qs Js,Pair,3,58.64,0,27.61,31.03
As Ks Kd Qs Js,Pair,3,58.64,1,44.04,14.60
As Ks Kd Qs Js,Pair,3,58.64,2,54.60,4.04
As Ks Kd Qs Js,Pair,3,58.64,4,52.80,5.84
As Ks Kd Qs Js,Pair,3,58.64,5,49.11,9.53
As Ks Kd Qs Qc,Two Pair,1,59.91,0,44.23,15.68
As Ks Kd Qs Qc,Two Pair,1,59.91,2,53.66,6.25
As Ks Kd Qs Qc,Two Pair,1,59.91,3,58.32,1.59
As Ks Kd Qs Qc,Two Pair,1,59.91,4,52.44,7.47
As Ks Kd Qs Qc,Two Pair,1,59.91,5,49.27,10.64
As Ks Kd Qs Qd,Two Pair,1,59.89,0,44.23,15.66
As Ks Kd Qs Qd,Two Pair,1,59.89,2,53.65,6.24
As Ks Kd Qs Qd,Two Pair,1,59.89,3,58.31,1.58
As Ks Kd Qs Qd,Two Pair,1,59.89,4,52.43,7.46
As Ks Kd Qs Qd,Two Pair,1,59.89,5,49.28,10.61
As Ks Kd Qs Qh,Two Pair,1,59.91,0,44.23,15.68
As Ks Kd Qs Qh,Two Pair,1,59.91,2,53.66,6.25
As Ks Kd Qs Qh,Two Pair,1,59.91,3,58.32,1.59
As Ks Kd Qs Qh,Two Pair,1,59.91,4,52.44,7.47
As Ks Kd Qs Qh,Two Pair,1,59.91,5,49.27,10.64
As Ks Kd Qs Tc,Pair,3,58.65,0,26.79,31.86
As Ks Kd Qs Tc,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qs Tc,Pair,3,58.65,2,54.62,4.03
As Ks Kd Qs Tc,Pair,3,58.65,4,52.83,5.82
As Ks Kd Qs Tc,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qs Td,Pair,3,58.64,0,26.79,31.85
As Ks Kd Qs Td,Pair,3,58.64,1,44.04,14.60
As Ks Kd Qs Td,Pair,3,58.64,2,54.61,4.03
As Ks Kd Qs Td,Pair,3,58.64,4,52.83,5.81
As Ks Kd Qs Td,Pair,3,58.64,5,49.11,9.53
As Ks Kd Qs Th,Pair,3,58.65,0,26.79,31.86
As Ks Kd Qs Th,Pair,3,58.65,1,44.04,14.61
As Ks Kd Qs Th,Pair,3,58.65,2,54.62,4.03
As Ks Kd Qs Th,Pair,3,58.65,4,52.83,5.82
As Ks Kd Qs Th,Pair,3,58.65,5,49.10,9.55
As Ks Kd Qs Ts,Pair,3,58.64,0,26.79,31.85
As Ks Kd Qs Ts,Pair,3,58.64,1,44.04,14.60
As Ks Kd Qs Ts,Pair,3,58.64,2,54.61,4.03
As Ks Kd Qs Ts,Pair,3,58.64,4,52.83,5.81
As Ks Kd Qs Ts,Pair,3,58.64,5,49.11,9.53
As Ks Kd Qs W,Three of a Kind,2,92.75,0,88.32,4.43
As Ks Kd Qs W,Three of a Kind,2,92.75,1,91.81,0.94
As Ks Kd Qs W,Three of a Kind,2,92.75,3,89.77,2.98
As Ks Kd Qs W,Three of a Kind,2,92.75,4,88.37,4.38
As Ks Kd Tc W,Three of a Kind,2,92.76,0,88.32,4.44
As Ks Kd Tc W,Three of a Kind,2,92.76,1,91.82,0.94
As Ks Kd Tc W,Three of a Kind,2,92.76,3,89.47,3.29
As Ks Kd Tc W,Three of a Kind,2,92.76,4,87.58,5.18
As Ks Kd Td Tc,Two Pair,3,58.33,0,41.76,16.57
As Ks Kd Td Tc,Two Pair,3,58.33,1,57.59,0.74
As Ks Kd Td Tc,Two Pair,3,58.33,2,53.67,4.66
As Ks Kd Td Tc,Two Pair,3,58.33,4,52.51,5.82
As Ks Kd Td Tc,Two Pair,3,58.33,5,49.27,9.06
As Ks Kd Td W,Three of a Kind,2,92.75,0,88.32,4.43
As Ks Kd Td W,Three of a Kind,2,92.75,1,91.81,0.94
As Ks Kd Td W,Three of a Kind,2,92.75,3,89.47,3.28
As Ks Kd Td W,Three of a Kind,2,92.75,4,87.59,5.16
As Ks Kd Th Tc,Two Pair,3,58.34,0,41.76,16.58
As Ks Kd Th Tc,Two Pair,3,58.34,1,57.60,0.74
As Ks Kd Th Tc,Two Pair,3,58.34,2,53.68,4.66
As Ks Kd Th Tc,Two Pair,3,58.34,4,52.52,5.82
As Ks Kd Th Tc,Two Pair,3,58.34,5,49.26,9.08
As Ks Kd Th Td,Two Pair,3,58.33,0,41.76,16.57
As Ks Kd Th Td,Two Pair,3,58.33,1,57.59,0.74
As Ks Kd Th Td,Two Pair,3,58.33,2,53.67,4.66
As Ks Kd Th Td,Two Pair,3,58.33,4,52.51,5.82
As Ks Kd Th Td,Two Pair,3,58.33,5,49.27,9.06
As Ks Kd Th W,Three of a Kind,2,92.76,0,88.32,4.44
As Ks Kd Th W,Three of a Kind,2,92.76,1,91.82,0.94
As Ks Kd Th W,Three of a Kind,2,92.76,3,89.47,3.29
As Ks Kd Th W,Three of a Kind,2,92.76,4,87.58,5.18
As Ks Kd Ts Tc,Two Pair,3,58.33,0,41.76,16.57
As Ks Kd Ts Tc,Two Pair,3,58.33,1,57.58,0.75
As Ks Kd Ts Tc,Two Pair,3,58.33,2,53.67,4.66
As Ks Kd Ts Tc,Two Pair,3,58.33,4,52.50,5.83
As Ks Kd Ts Tc,Two Pair,3,58.33,5,49.27,9.06
As Ks Kd Ts Td,Two Pair,3,58.32,0,41.76,16.56
As Ks Kd Ts Td,Two Pair,3,58.32,1,57.56,0.76
As Ks Kd Ts Td,Two Pair,3,58.32,2,53.66,4.66
As Ks Kd Ts Td,Two Pair,3,58.32,4,52.50,5.82
As Ks Kd Ts Td,Two Pair,3,58.32,5,49.28,9.04
As Ks Kd Ts Th,Two Pair,3,58.33,0,41.76,16.57
As Ks Kd Ts Th,Two Pair,3,58.33,1,57.58,0.75
As Ks Kd Ts Th,Two Pair,3,58.33,2,53.67,4.66
As Ks Kd Ts Th,Two Pair,3,58.33,4,52.50,5.83
As Ks Kd Ts Th,Two Pair,3,58.33,5,49.27,9.06
As Ks Kd Ts W,Three of a Kind,2,92.75,0,88.32,4.43
As Ks Kd Ts W,Three of a Kind,2,92.75,1,91.81,0.94
As Ks Kd Ts W,Three of a Kind,2,92.75,3,89.45,3.30
As Ks Kd Ts W,Three of a Kind,2,92.75,4,87.60,5.15
As Ks Kh Jc Tc,Pair,3,58.65,0,25.96,32.69
As Ks Kh Jc Tc,Pair,3,58.65,1,43.56,15.09
As Ks Kh Jc Tc,Pair,3,58.65,2,54.63,4.02
As Ks Kh Jc Tc,Pair,3,58.65,4,52.87,5.78
As Ks Kh Jc Tc,Pair,3,58.65,5,49.10,9.55
As Ks Kh Jc Td,Pair,3,58.66,0,25.96,32.70
As Ks Kh Jc Td,Pair,3,58.66,1,43.56,15.10
As Ks Kh Jc Td,Pair,3,58.66,2,54.64,4.02
As Ks Kh Jc Td,Pair,3,58.66,4,52.88,5.78
As Ks Kh Jc Td,Pair,3,58.66,5,49.09,9.57
As Ks Kh Jc Th,Pair,3,58.65,0,25.96,32.69
As Ks Kh Jc Th,Pair,3,58.65,1,43.56,15.09
As Ks Kh Jc Th,Pair,3,58.65,2,54.63,4.02
As Ks Kh Jc Th,Pair,3,58.65,4,52.87,5.78
As Ks Kh Jc Th,Pair,3,58.65,5,49.10,9.55
As Ks Kh Jc Ts,Pair,3,58.65,0,25.96,32.69
As Ks Kh Jc Ts,Pair,3,58.65,1,43.56,15.09
As Ks Kh Jc Ts,Pair,3,58.65,2,54.63,4.02
As Ks Kh Jc Ts,Pair,3,58.65,4,52.87,5.78
As Ks Kh Jc Ts,Pair,3,58.65,5,49.10,9.55
As Ks Kh Jc W,Three of a Kind,2,92.76,0,88.32,4.44
As Ks Kh Jc W,Three of a Kind,2,92.76,1,91.82,0.94
As Ks Kh Jc W,Three of a Kind,2,92.76,3,89.63,3.13
As Ks Kh Jc W,Three of a Kind,2,92.76,4,87.96,4.80
As Ks Kh Jd Jc,Two Pair,1,58.70,0,42.99,15.71
As Ks Kh Jd Jc,Two Pair,1,58.70,2,53.68,5.02
As Ks Kh Jd Jc,Two Pair,1,58.70,3,58.34,0.36
As Ks Kh Jd Jc,Two Pair,1,58.70,4,52.49,6.21
As Ks Kh Jd Jc,Two Pair,1,58.70,5,49.26,9.44
As Ks Kh Jd Tc,Pair,3,58.66,0,25.96,32.70
As Ks Kh Jd Tc,Pair,3,58.66,1,43.56,15.10
As Ks Kh Jd Tc,Pair,3,58.66,2,54.64,4.02
As Ks Kh Jd Tc,Pair,3,58.66,4,52.88,5.78
As Ks Kh Jd Tc,Pair,3,58.66,5,49.09,9.57
As Ks Kh Jd Td,Pair,3,58.65,0,25.96,32.69
As Ks Kh Jd Td,Pair,3,58.65,1,43.56,15.09
As Ks Kh Jd Td,Pair,3,58.65,2,54.63,4.02
As Ks Kh Jd Td,Pair,3,58.65,4,52.87,5.78
As Ks Kh Jd Td,Pair,3,58.65,5,49.10,9.55
As Ks Kh Jd Th,Pair,3,58.65,0,25.96,32.69
As Ks Kh Jd Th,Pair,3,58.65,1,43.56,15.09
As Ks Kh Jd Th,Pair,3,58.65,2,54.63,4.02
As Ks Kh Jd Th,Pair,3,58.65,4,52.87,5.78
As Ks Kh Jd Th,Pair,3,58.65,5,49.10,9.55
As Ks Kh Jd Ts,Pair,3,58.65,0,25.96,32.69
As Ks Kh Jd Ts,Pair,3,58.65,1,43.56,15.09
As Ks Kh Jd Ts,Pair,3,58.65,2,54.63,4.02
As Ks Kh Jd Ts,Pair,3,58.65,4,52.87,5.78
As Ks Kh Jd Ts,Pair,3,58.65,5,49.10,9.55
As Ks Kh Jd W,Three of a Kind,2,92.76,0,88.32,4.44
As Ks Kh Jd W,Three of a Kind,2,92.76,1,91.82,0.94
As Ks Kh Jd W,Three of a Kind,2,92.76,3,89.63,3.13
As Ks Kh Jd W,Three of a Kind,2,92.76,4,87.96,4.80
As Ks Kh Jh Jc,Two Pair,1,58.68,0,42.99,15.69
As Ks Kh Jh Jc,Two Pair,1,58.68,2,53.67,5.01
As Ks Kh Jh Jc,Two Pair,1,58.68,3,58.33,0.35
As Ks Kh Jh Jc,Two Pair,1,58.68,4,52.48,6.20
As Ks Kh Jh Jc,Two Pair,1,58.68,5,49.27,9.41
As Ks Kh Jh Jd,Two Pair,1,58.68,0,42.99,15.69
As Ks Kh Jh Jd,Two Pair,1,58.68,2,53.67,5.01
As Ks Kh Jh Jd,Two Pair,1,58.68,3,58.33,0.35
As Ks Kh Jh Jd,Two Pair,1,58.68,4,52.48,6.20
As Ks Kh Jh Jd,Two Pair,1,58.68,5,49.27,9.41
As Ks Kh Jh Tc,Pair,3,58.65,0,25.96,32.69
As Ks Kh Jh Tc,Pair,3,58.65,1,43.56,15.09
As Ks Kh Jh Tc,Pair,3,58.65,2,54.63,4.02
As Ks Kh Jh Tc,Pair,3,58.65,4,52.87,5.78
As Ks Kh Jh Tc,Pair,3,58.65,5,49.10,9.55
As Ks Kh Jh Td,Pair,3,58.65,0,25.96,32.69
As Ks Kh Jh Td,Pair,3,58.65,1,43.56,15.09
As Ks Kh Jh Td,Pair,3,58.65,2,54.63,4.02
As Ks Kh Jh Td,Pair,3,58.65,4,52.87,5.78
As Ks Kh Jh Td,Pair,3,58.65,5,49.10,9.55
As Ks Kh Jh Th,Pair,3,58.64,0,25.96,32.68
As Ks Kh Jh Th,Pair,3,58.64,1,43.56,15.08
As Ks Kh Jh Th,Pair,3,58.64,2,54.62,4.02
As Ks Kh Jh Th,Pair,3,58.64,4,52.87,5.77
As Ks Kh Jh Th,Pair,3,58.64,5,49.11,9.53
As Ks Kh Jh Ts,Pair,3,58.64,0,25.96,32.68
As Ks Kh Jh Ts,Pair,3,58.64,1,43.56,15.08
As Ks Kh Jh Ts,Pair,3,58.64,2,54.62,4.02
As Ks Kh Jh Ts,Pair,3,58.64,4,52.86,5.78
As Ks Kh Jh Ts,Pair,3,58.64,5,49.11,9.53
As Ks Kh Jh W,Three of a Kind,2,92.75,0,88.32,4.43
As Ks Kh Jh W,Three of a Kind,2,92.75,1,91.81,0.94
As Ks Kh Jh W,Three of a Kind,2,92.75,3,89.63,3.12
As Ks Kh Jh W,Three of a Kind,2,92.75,4,87.97,4.78
As Ks Kh Js Jc,Two Pair,1,58.67,0,42.99,15.68
As Ks Kh Js Jc,Two Pair,1,58.67,2,53.67,5.00
As Ks Kh Js Jc,Two Pair,1,58.67,3,58.33,0.34
As Ks Kh Js Jc,Two Pair,1,58.67,4,52.47,6.20
As Ks Kh Js Jc,Two Pair,1,58.67,5,49.27,9.40
As Ks Kh Js Jd,Two Pair,1,58.67,0,42.99,15.68
As Ks Kh Js Jd,Two Pair,1,58.67,2,53.67,5.00
As Ks Kh Js Jd,Two Pair,1,58.67,3,58.33,0.34
As Ks Kh Js Jd,Two Pair,1,58.67,4,52.47,6.20
As Ks Kh Js Jd,Two Pair,1,58.67,5,49.27,9.40
As Ks Kh Js Jh,Two Pair,1,58.65,0,42.99,15.66
As Ks Kh Js Jh,Two Pair,1,58.65,2,53.66,4.99
As Ks Kh Js Jh,Two Pair,1,58.65,3,58.32,0.33
As Ks Kh Js Jh,Two Pair,1,58.65,4,52.46,6.19
As Ks Kh Js Jh,Two Pair,1,58.65,5,49.28,9.37
As Ks Kh Js Tc,Pair,3,58.65,0,25.96,32.69
As Ks Kh Js Tc,Pair,3,58.65,1,43.56,15.09
As Ks Kh Js Tc,Pair,3,58.65,2,54.63,4.02
As Ks Kh Js Tc,Pair,3,58.65,4,52.87,5.78
As Ks Kh Js Tc,Pair,3,58.65,5,49.10,9.55
As Ks Kh Js Td,Pair,3,58.65,0,25.96,32.69
As Ks Kh Js Td,Pair,3,58.65,1,43.56,15.09
As Ks Kh Js Td,Pair,3,58.65,2,54.63,4.02
As Ks Kh Js Td,Pair,3,58.65,4,52.87,5.78
As Ks Kh Js Td,Pair,3,58.65,5,49.10,9.55
As Ks Kh Js Th,Pair,3,58.64,0,25.96,32.68
As Ks Kh Js Th,Pair,3,58.64,1,43.56,15.08
As Ks Kh Js Th,Pair,3,58.64,2,54.62,4.02
As Ks Kh Js Th,Pair,3,58.64,4,52.86,5.78
As Ks Kh Js Th,Pair,3,58.64,5,49.11,9.53
As Ks Kh Js Ts,Pair,3,58.64,0,25.96,32.68
As Ks Kh Js Ts,Pair,3,58.64,1,43.56,15.08
As Ks Kh Js Ts,Pair,3,58.64,2,54.62,4.02
As Ks Kh Js Ts,Pair,3,58.64,4,52.86,5.78
As Ks Kh Js Ts,Pair,3,58.64,5,49.11,9.53
As Ks Kh Js W,Three of a Kind,2,92.75,0,88.32,4.43
As Ks Kh Js W,Three of a Kind,2,92.75,1,91.81,0.94
As Ks Kh Js W,Three of a Kind,2,92.75,3,89.61,3.14
As Ks Kh Js W,Three of a Kind,2,92.75,4,87.98,4.77
As Ks Kh Kc Jc,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kc Jc,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kc Jc,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kc Jc,Three of a Kind,2,83.47,4,52.13,31.34
As Ks Kh Kc Jc,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kc Jd,Three of a Kind,2,83.49,0,76.21,7.28
As Ks Kh Kc Jd,Three of a Kind,2,83.49,1,82.12,1.37
As Ks Kh Kc Jd,Three of a Kind,2,83.49,3,51.92,31.57
As Ks Kh Kc Jd,Three of a Kind,2,83.49,4,52.14,31.35
As Ks Kh Kc Jd,Three of a Kind,2,83.49,5,49.61,33.88
As Ks Kh Kc Jh,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kc Jh,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kc Jh,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kc Jh,Three of a Kind,2,83.47,4,52.13,31.34
As Ks Kh Kc Jh,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kc Js,Three of a Kind,2,83.46,0,76.21,7.25
As Ks Kh Kc Js,Three of a Kind,2,83.46,1,82.10,1.36
As Ks Kh Kc Js,Three of a Kind,2,83.46,3,51.91,31.55
As Ks Kh Kc Js,Three of a Kind,2,83.46,4,52.12,31.34
As Ks Kh Kc Js,Three of a Kind,2,83.46,5,49.61,33.85
As Ks Kh Kc Qc,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kc Qc,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kc Qc,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kc Qc,Three of a Kind,2,83.47,4,52.09,31.38
As Ks Kh Kc Qc,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kc Qd,Three of a Kind,2,83.49,0,76.21,7.28
As Ks Kh Kc Qd,Three of a Kind,2,83.49,1,82.12,1.37
As Ks Kh Kc Qd,Three of a Kind,2,83.49,3,51.91,31.58
As Ks Kh Kc Qd,Three of a Kind,2,83.49,4,52.10,31.39
As Ks Kh Kc Qd,Three of a Kind,2,83.49,5,49.61,33.88
As Ks Kh Kc Qh,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kc Qh,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kc Qh,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kc Qh,Three of a Kind,2,83.47,4,52.09,31.38
As Ks Kh Kc Qh,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kc Qs,Three of a Kind,2,83.46,0,76.21,7.25
As Ks Kh Kc Qs,Three of a Kind,2,83.46,1,82.10,1.36
As Ks Kh Kc Qs,Three of a Kind,2,83.46,3,51.91,31.55
As Ks Kh Kc Qs,Three of a Kind,2,83.46,4,52.09,31.37
As Ks Kh Kc Qs,Three of a Kind,2,83.46,5,49.61,33.85
As Ks Kh Kc Tc,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kc Tc,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kc Tc,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kc Tc,Three of a Kind,2,83.47,4,52.15,31.32
As Ks Kh Kc Tc,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kc Td,Three of a Kind,2,83.49,0,76.21,7.28
As Ks Kh Kc Td,Three of a Kind,2,83.49,1,82.12,1.37
As Ks Kh Kc Td,Three of a Kind,2,83.49,3,51.92,31.57
As Ks Kh Kc Td,Three of a Kind,2,83.49,4,52.16,31.33
As Ks Kh Kc Td,Three of a Kind,2,83.49,5,49.61,33.88
As Ks Kh Kc Th,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kc Th,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kc Th,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kc Th,Three of a Kind,2,83.47,4,52.15,31.32
As Ks Kh Kc Th,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kc Ts,Three of a Kind,2,83.46,0,76.21,7.25
As Ks Kh Kc Ts,Three of a Kind,2,83.46,1,82.10,1.36
As Ks Kh Kc Ts,Three of a Kind,2,83.46,3,51.91,31.55
As Ks Kh Kc Ts,Three of a Kind,2,83.46,4,52.15,31.31
As Ks Kh Kc Ts,Three of a Kind,2,83.46,5,49.61,33.85
As Ks Kh Kc W,Four of a Kind,0,99.98,1,99.98,0.00
As Ks Kh Kc W,Four of a Kind,0,99.98,2,91.92,8.06
As Ks Kh Kc W,Four of a Kind,0,99.98,3,89.75,10.23
As Ks Kh Kc W,Four of a Kind,0,99.98,4,87.97,12.01
As Ks Kh Kd Jc,Three of a Kind,2,83.49,0,76.21,7.28
As Ks Kh Kd Jc,Three of a Kind,2,83.49,1,82.12,1.37
As Ks Kh Kd Jc,Three of a Kind,2,83.49,3,51.92,31.57
As Ks Kh Kd Jc,Three of a Kind,2,83.49,4,52.14,31.35
As Ks Kh Kd Jc,Three of a Kind,2,83.49,5,49.61,33.88
As Ks Kh Kd Jd,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kd Jd,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kd Jd,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kd Jd,Three of a Kind,2,83.47,4,52.13,31.34
As Ks Kh Kd Jd,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kd Jh,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kd Jh,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kd Jh,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kd Jh,Three of a Kind,2,83.47,4,52.13,31.34
As Ks Kh Kd Jh,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kd Js,Three of a Kind,2,83.46,0,76.21,7.25
As Ks Kh Kd Js,Three of a Kind,2,83.46,1,82.10,1.36
As Ks Kh Kd Js,Three of a Kind,2,83.46,3,51.91,31.55
As Ks Kh Kd Js,Three of a Kind,2,83.46,4,52.12,31.34
As Ks Kh Kd Js,Three of a Kind,2,83.46,5,49.61,33.85
As Ks Kh Kd Kc,Four of a Kind,0,99.59,1,99.59,0.00
As Ks Kh Kd Kc,Four of a Kind,0,99.59,2,83.03,16.56
As Ks Kh Kd Kc,Four of a Kind,0,99.59,3,45.14,54.45
As Ks Kh Kd Kc,Four of a Kind,0,99.59,4,51.17,48.42
As Ks Kh Kd Kc,Four of a Kind,0,99.59,5,49.57,50.02
As Ks Kh Kd Qc,Three of a Kind,2,83.49,0,76.21,7.28
As Ks Kh Kd Qc,Three of a Kind,2,83.49,1,82.12,1.37
As Ks Kh Kd Qc,Three of a Kind,2,83.49,3,51.91,31.58
As Ks Kh Kd Qc,Three of a Kind,2,83.49,4,52.10,31.39
As Ks Kh Kd Qc,Three of a Kind,2,83.49,5,49.61,33.88
As Ks Kh Kd Qd,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kd Qd,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kd Qd,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kd Qd,Three of a Kind,2,83.47,4,52.09,31.38
As Ks Kh Kd Qd,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kd Qh,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kd Qh,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kd Qh,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kd Qh,Three of a Kind,2,83.47,4,52.09,31.38
As Ks Kh Kd Qh,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kd Qs,Three of a Kind,2,83.46,0,76.21,7.25
As Ks Kh Kd Qs,Three of a Kind,2,83.46,1,82.10,1.36
As Ks Kh Kd Qs,Three of a Kind,2,83.46,3,51.91,31.55
As Ks Kh Kd Qs,Three of a Kind,2,83.46,4,52.09,31.37
