Hand,Hand Type,Pre-Discard Win %,Optimal Discard,Optimal Win %,Delta %,P(Improve),Risk Ratio,Verdict
Qs Qh Qd Js W,Four of a Kind,99.43,Js,99.47,0.05,6.25,2.96,Discard Js
Qs Qh Qd Td W,Four of a Kind,99.43,Td,99.47,0.05,6.25,2.96,Discard Td
Qs Qh Qd Th W,Four of a Kind,99.43,Th,99.47,0.05,6.25,2.96,Discard Th
Qs Qh Qd Ts W,Four of a Kind,99.43,Ts,99.47,0.05,6.25,2.96,Discard Ts
Ac Ts Th Td W,Four of a Kind,99.18,Ac,99.24,0.07,6.25,3.00,Discard Ac
Ad Ts Th Tc W,Four of a Kind,99.18,Ad,99.24,0.07,6.25,3.00,Discard Ad
Ah Ts Td Tc W,Four of a Kind,99.18,Ah,99.24,0.07,6.25,3.00,Discard Ah
As Th Td Tc W,Four of a Kind,99.18,As,99.24,0.07,6.25,3.00,Discard As
Jc Ts Th Td W,Four of a Kind,99.18,Jc,99.24,0.07,6.25,3.00,Discard Jc
Jd Ts Th Tc W,Four of a Kind,99.18,Jd,99.24,0.07,6.25,3.00,Discard Jd
Jh Jd Jc Ts W,Four of a Kind,99.18,Ts,99.24,0.07,6.25,3.00,Discard Ts
Jh Ts Td Tc W,Four of a Kind,99.18,Jh,99.24,0.07,6.25,3.00,Discard Jh
Js Jd Jc Th W,Four of a Kind,99.18,Th,99.24,0.07,6.25,3.00,Discard Th
Js Jh Jc Td W,Four of a Kind,99.18,Td,99.24,0.07,6.25,3.00,Discard Td
Js Jh Jd Tc W,Four of a Kind,99.18,Tc,99.24,0.07,6.25,3.00,Discard Tc
Js Th Td Tc W,Four of a Kind,99.18,Js,99.24,0.07,6.25,3.00,Discard Js
Kc Ts Th Td W,Four of a Kind,99.18,Kc,99.24,0.07,6.25,3.00,Discard Kc
Kd Ts Th Tc W,Four of a Kind,99.18,Kd,99.24,0.07,6.25,3.00,Discard Kd
Kh Ts Td Tc W,Four of a Kind,99.18,Kh,99.24,0.07,6.25,3.00,Discard Kh
Ks Th Td Tc W,Four of a Kind,99.18,Ks,99.24,0.07,6.25,3.00,Discard Ks
Qc Ts Th Td W,Four of a Kind,99.18,Qc,99.24,0.07,6.25,3.00,Discard Qc
Qd Ts Th Tc W,Four of a Kind,99.18,Qd,99.24,0.07,6.25,3.00,Discard Qd
Qh Ts Td Tc W,Four of a Kind,99.18,Qh,99.24,0.07,6.25,3.00,Discard Qh
Qs Th Td Tc W,Four of a Kind,99.18,Qs,99.24,0.07,6.25,3.00,Discard Qs
Ac Th Td Tc W,Four of a Kind,99.15,Ac,99.22,0.07,6.25,2.97,Discard Ac
Ac Ts Td Tc W,Four of a Kind,99.15,Ac,99.22,0.07,6.25,2.97,Discard Ac
Ac Ts Th Tc W,Four of a Kind,99.15,Ac,99.22,0.07,6.25,2.97,Discard Ac
Ad Th Td Tc W,Four of a Kind,99.15,Ad,99.22,0.07,6.25,2.97,Discard Ad
Ad Ts Td Tc W,Four of a Kind,99.15,Ad,99.22,0.07,6.25,2.97,Discard Ad
Ad Ts Th Td W,Four of a Kind,99.15,Ad,99.22,0.07,6.25,2.97,Discard Ad
Ah Th Td Tc W,Four of a Kind,99.15,Ah,99.22,0.07,6.25,2.97,Discard Ah
Ah Ts Th Tc W,Four of a Kind,99.15,Ah,99.22,0.07,6.25,2.97,Discard Ah
Ah Ts Th Td W,Four of a Kind,99.15,Ah,99.22,0.07,6.25,2.97,Discard Ah
As Ts Td Tc W,Four of a Kind,99.15,As,99.22,0.07,6.25,2.97,Discard As
As Ts Th Tc W,Four of a Kind,99.15,As,99.22,0.07,6.25,2.97,Discard As
As Ts Th Td W,Four of a Kind,99.15,As,99.22,0.07,6.25,2.97,Discard As
Jc Th Td Tc W,Four of a Kind,99.15,Jc,99.22,0.07,6.25,2.97,Discard Jc
Jc Ts Td Tc W,Four of a Kind,99.15,Jc,99.22,0.07,6.25,2.97,Discard Jc
Jc Ts Th Tc W,Four of a Kind,99.15,Jc,99.22,0.07,6.25,2.97,Discard Jc
Jd Th Td Tc W,Four of a Kind,99.15,Jd,99.22,0.07,6.25,2.97,Discard Jd
Jd Ts Td Tc W,Four of a Kind,99.15,Jd,99.22,0.07,6.25,2.97,Discard Jd
Jd Ts Th Td W,Four of a Kind,99.15,Jd,99.22,0.07,6.25,2.97,Discard Jd
Jh Jd Jc Tc W,Four of a Kind,99.15,Tc,99.22,0.07,6.25,2.97,Discard Tc
Jh Jd Jc Td W,Four of a Kind,99.15,Td,99.22,0.07,6.25,2.97,Discard Td
Jh Jd Jc Th W,Four of a Kind,99.15,Th,99.22,0.07,6.25,2.97,Discard Th
Jh Th Td Tc W,Four of a Kind,99.15,Jh,99.22,0.07,6.25,2.97,Discard Jh
Jh Ts Th Tc W,Four of a Kind,99.15,Jh,99.22,0.07,6.25,2.97,Discard Jh
Jh Ts Th Td W,Four of a Kind,99.15,Jh,99.22,0.07,6.25,2.97,Discard Jh
Js Jd Jc Tc W,Four of a Kind,99.15,Tc,99.22,0.07,6.25,2.97,Discard Tc
Js Jd Jc Td W,Four of a Kind,99.15,Td,99.22,0.07,6.25,2.97,Discard Td
Js Jd Jc Ts W,Four of a Kind,99.15,Ts,99.22,0.07,6.25,2.97,Discard Ts
Js Jh Jc Tc W,Four of a Kind,99.15,Tc,99.22,0.07,6.25,2.97,Discard Tc
Js Jh Jc Th W,Four of a Kind,99.15,Th,99.22,0.07,6.25,2.97,Discard Th
Js Jh Jc Ts W,Four of a Kind,99.15,Ts,99.22,0.07,6.25,2.97,Discard Ts
Js Jh Jd Td W,Four of a Kind,99.15,Td,99.22,0.07,6.25,2.97,Discard Td
Js Jh Jd Th W,Four of a Kind,99.15,Th,99.22,0.07,6.25,2.97,Discard Th
Js Jh Jd Ts W,Four of a Kind,99.15,Ts,99.22,0.07,6.25,2.97,Discard Ts
Js Ts Td Tc W,Four of a Kind,99.15,Js,99.22,0.07,6.25,2.97,Discard Js
Js Ts Th Tc W,Four of a Kind,99.15,Js,99.22,0.07,6.25,2.97,Discard Js
Js Ts Th Td W,Four of a Kind,99.15,Js,99.22,0.07,6.25,2.97,Discard Js
Kc Th Td Tc W,Four of a Kind,99.15,Kc,99.22,0.07,6.25,2.97,Discard Kc
Kc Ts Td Tc W,Four of a Kind,99.15,Kc,99.22,0.07,6.25,2.97,Discard Kc
Kc Ts Th Tc W,Four of a Kind,99.15,Kc,99.22,0.07,6.25,2.97,Discard Kc
Kd Th Td Tc W,Four of a Kind,99.15,Kd,99.22,0.07,6.25,2.97,Discard Kd
Kd Ts Td Tc W,Four of a Kind,99.15,Kd,99.22,0.07,6.25,2.97,Discard Kd
Kd Ts Th Td W,Four of a Kind,99.15,Kd,99.22,0.07,6.25,2.97,Discard Kd
Kh Th Td Tc W,Four of a Kind,99.15,Kh,99.22,0.07,6.25,2.97,Discard Kh
Kh Ts Th Tc W,Four of a Kind,99.15,Kh,99.22,0.07,6.25,2.97,Discard Kh
Kh Ts Th Td W,Four of a Kind,99.15,Kh,99.22,0.07,6.25,2.97,Discard Kh
Ks Ts Td Tc W,Four of a Kind,99.15,Ks,99.22,0.07,6.25,2.97,Discard Ks
Ks Ts Th Tc W,Four of a Kind,99.15,Ks,99.22,0.07,6.25,2.97,Discard Ks
Ks Ts Th Td W,Four of a Kind,99.15,Ks,99.22,0.07,6.25,2.97,Discard Ks
Qc Th Td Tc W,Four of a Kind,99.15,Qc,99.22,0.07,6.25,2.97,Discard Qc
Qc Ts Td Tc W,Four of a Kind,99.15,Qc,99.22,0.07,6.25,2.97,Discard Qc
Qc Ts Th Tc W,Four of a Kind,99.15,Qc,99.22,0.07,6.25,2.97,Discard Qc
Qd Th Td Tc W,Four of a Kind,99.15,Qd,99.22,0.07,6.25,2.97,Discard Qd
Qd Ts Td Tc W,Four of a Kind,99.15,Qd,99.22,0.07,6.25,2.97,Discard Qd
Qd Ts Th Td W,Four of a Kind,99.15,Qd,99.22,0.07,6.25,2.97,Discard Qd
Qh Th Td Tc W,Four of a Kind,99.15,Qh,99.22,0.07,6.25,2.97,Discard Qh
Qh Ts Th Tc W,Four of a Kind,99.15,Qh,99.22,0.07,6.25,2.97,Discard Qh
Qh Ts Th Td W,Four of a Kind,99.15,Qh,99.22,0.07,6.25,2.97,Discard Qh
Qs Ts Td Tc W,Four of a Kind,99.15,Qs,99.22,0.07,6.25,2.97,Discard Qs
Qs Ts Th Tc W,Four of a Kind,99.15,Qs,99.22,0.07,6.25,2.97,Discard Qs
Qs Ts Th Td W,Four of a Kind,99.15,Qs,99.22,0.07,6.25,2.97,Discard Qs
Ad Ac Js Jh W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ad Ac Ks Kh W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ad Ac Qs Qh W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ad Ac Ts Th W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ah Ac Js Jd W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ah Ac Ks Kd W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ah Ac Qs Qd W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ah Ac Ts Td W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ah Ad Js Jc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ah Ad Ks Kc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ah Ad Qs Qc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ah Ad Ts Tc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ac Jh Jd W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ac Kh Kd W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ac Qh Qd W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ac Th Td W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ad Jh Jc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ad Kh Kc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ad Qh Qc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ad Th Tc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ah Jd Jc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ah Kd Kc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ah Qd Qc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
As Ah Td Tc W,Full House,99.18,—,99.18,0.00,0.00,—,Keep
Ad Ac Jh Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Jh Jd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Js Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Js Jd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Kh Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Kh Kd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Ks Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Ks Kd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Qh Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Qh Qd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Qs Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Qs Qd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Th Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Th Td W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Ts Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Ts Td W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Jd Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Jh Jd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Js Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Js Jh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Kd Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Kh Kd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Ks Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Ks Kh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Qd Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Qh Qd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Qs Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Qs Qh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Td Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Th Td W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Ts Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ac Ts Th W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Jd Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Jh Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Js Jd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Js Jh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Kd Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Kh Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Ks Kd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Ks Kh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Qd Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Qh Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Qs Qd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Qs Qh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Td Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Th Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Ts Td W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ah Ad Ts Th W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Jd Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Jh Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Js Jd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Js Jh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Kd Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Kh Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Ks Kd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Ks Kh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Qd Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Qh Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Qs Qd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Qs Qh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Td Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Th Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Ts Td W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ac Ts Th W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Jd Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Jh Jd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Js Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Js Jh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Kd Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Kh Kd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Ks Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Ks Kh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Qd Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Qh Qd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Qs Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Qs Qh W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Td Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Th Td W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Ts Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ad Ts Th W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Jh Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Jh Jd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Js Jc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Js Jd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Kh Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Kh Kd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Ks Kc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Ks Kd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Qh Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Qh Qd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Qs Qc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Qs Qd W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Th Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Th Td W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Ts Tc W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
As Ah Ts Td W,Full House,99.15,—,99.15,0.00,0.00,—,Keep
Ad Ac Jd Jc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ad Ac Kd Kc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ad Ac Qd Qc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ad Ac Td Tc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ah Ac Jh Jc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ah Ac Kh Kc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ah Ac Qh Qc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ah Ac Th Tc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ah Ad Jh Jd W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ah Ad Kh Kd W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ah Ad Qh Qd W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ah Ad Th Td W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ac Js Jc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ac Ks Kc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ac Qs Qc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ac Ts Tc W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ad Js Jd W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ad Ks Kd W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ad Qs Qd W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ad Ts Td W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ah Js Jh W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ah Ks Kh W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ah Qs Qh W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
As Ah Ts Th W,Full House,99.13,—,99.13,0.00,0.00,—,Keep
Ks Kh Kd Kc Jc,Four of a Kind,98.60,Jc,98.63,0.02,6.25,3.21,Discard Jc
Ks Kh Kd Kc Jd,Four of a Kind,98.60,Jd,98.63,0.02,6.25,3.21,Discard Jd
Ks Kh Kd Kc Jh,Four of a Kind,98.60,Jh,98.63,0.02,6.25,3.21,Discard Jh
Ks Kh Kd Kc Js,Four of a Kind,98.60,Js,98.63,0.02,6.25,3.21,Discard Js
Ks Kh Kd Kc Qc,Four of a Kind,98.60,Qc,98.63,0.02,6.25,3.21,Discard Qc
Ks Kh Kd Kc Qd,Four of a Kind,98.60,Qd,98.63,0.02,6.25,3.21,Discard Qd
Ks Kh Kd Kc Qh,Four of a Kind,98.60,Qh,98.63,0.02,6.25,3.21,Discard Qh
Ks Kh Kd Kc Qs,Four of a Kind,98.60,Qs,98.63,0.02,6.25,3.21,Discard Qs
Ks Kh Kd Kc Tc,Four of a Kind,98.60,Tc,98.63,0.02,6.25,3.21,Discard Tc
Ks Kh Kd Kc Td,Four of a Kind,98.60,Td,98.63,0.02,6.25,3.21,Discard Td
Ks Kh Kd Kc Th,Four of a Kind,98.60,Th,98.63,0.02,6.25,3.21,Discard Th
Ks Kh Kd Kc Ts,Four of a Kind,98.60,Ts,98.63,0.02,6.25,3.21,Discard Ts
Ac Qs Qh Qd Qc,Four of a Kind,98.33,Ac,98.35,0.02,6.25,3.17,Discard Ac
Ad Qs Qh Qd Qc,Four of a Kind,98.33,Ad,98.35,0.02,6.25,3.17,Discard Ad
Ah Qs Qh Qd Qc,Four of a Kind,98.33,Ah,98.35,0.02,6.25,3.17,Discard Ah
As Qs Qh Qd Qc,Four of a Kind,98.33,As,98.35,0.02,6.25,3.17,Discard As
Kc Qs Qh Qd Qc,Four of a Kind,98.33,Kc,98.35,0.02,6.25,3.17,Discard Kc
Kd Qs Qh Qd Qc,Four of a Kind,98.33,Kd,98.35,0.02,6.25,3.17,Discard Kd
Kh Qs Qh Qd Qc,Four of a Kind,98.33,Kh,98.35,0.02,6.25,3.17,Discard Kh
Ks Qs Qh Qd Qc,Four of a Kind,98.33,Ks,98.35,0.02,6.25,3.17,Discard Ks
Kd Kc Js Jh W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Kd Kc Qs Qh W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Kd Kc Ts Th W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Kh Kc Js Jd W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Kh Kc Qs Qd W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Kh Kc Ts Td W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Kh Kd Js Jc W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Kh Kd Qs Qc W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Kh Kd Ts Tc W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Ks Kc Jh Jd W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Ks Kc Qh Qd W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Ks Kc Th Td W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Ks Kd Jh Jc W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Ks Kd Qh Qc W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Ks Kd Th Tc W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Ks Kh Jd Jc W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Ks Kh Qd Qc W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Ks Kh Td Tc W,Full House,97.89,—,97.89,0.00,0.00,—,Keep
Kd Kc Jh Jc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Jh Jd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Js Jc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Js Jd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Qh Qc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Qh Qd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Qs Qc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Qs Qd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Th Tc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Th Td W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Ts Tc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kd Kc Ts Td W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Jd Jc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Jh Jd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Js Jc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Js Jh W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Qd Qc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Qh Qd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Qs Qc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Qs Qh W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Td Tc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Th Td W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Ts Tc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kc Ts Th W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Jd Jc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Jh Jc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Js Jd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Js Jh W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Qd Qc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Qh Qc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Qs Qd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Qs Qh W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Td Tc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Th Tc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Ts Td W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Kh Kd Ts Th W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Jd Jc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Jh Jc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Js Jd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Js Jh W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Qd Qc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Qh Qc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Qs Qd W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Qs Qh W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Td Tc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Th Tc W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
Ks Kc Ts Td W,Full House,97.87,—,97.87,0.00,0.00,—,Keep
